userid,Average Screen Time,Average Spent on App (INR),Ratings,New Password Request,Last Visited Minutes,Day_1,Day_2,Day_3,Day_4,Day_5,Day_6,Day_7,Day_8,Day_9,Day_10,Day_11,Day_12,Day_13,Day_14,Day_15,Day_16,Day_17,Day_18,Day_19,Day_20,Day_21,Day_22,Day_23,Day_24,Day_25,Day_26,Day_27,Day_28,Day_29,Day_30,Day_31,Day_32,Day_33,Day_34,Day_35,Day_36,Day_37,Day_38,Day_39,Day_40,Day_41,Day_42,Day_43,Day_44,Day_45,Day_46,Day_47,Day_48,Day_49,Day_50,Day_51,Day_52,Day_53,Day_54,Day_55,Day_56,Day_57,Day_58,Day_59,Day_60,Day_61,Day_62,Day_63,Day_64,Day_65,Day_66,Day_67,Day_68,Day_69,Day_70,Day_71,Day_72,Day_73,Day_74,Day_75,Day_76,Day_77,Day_78,Day_79,Day_80,Day_81,Day_82,Day_83,Day_84,Day_85,Day_86,Day_87,Day_88,Day_89,Day_90,is_churned,total_days_active,avg_daily_usage,std_dev_daily_usage,early_usage_avg,late_usage_avg,drop_in_usage,review,left_review
2141,57.58,447.88,4,2,27426,227.36,26.47,103.69,217.9,350.69,109.02,74.0,32.01,52.53,19.49,83.35,338.48,4.95,12.67,58.09,348.09,4.49,218.62,9.58,260.27,20.17,24.99,116.7,159.62,165.68,1.37,163.44,75.92,142.15,88.72,57.32,359.88,84.58,133.01,27.98,283.93,55.96,21.38,9.39,67.14,124.14,273.19,98.75,58.67,35.64,24.58,36.84,119.06,111.76,65.87,62.72,122.51,99.51,225.35,59.45,40.96,129.65,43.46,70.34,165.21,36.61,58.57,50.51,67.83,66.99,27.16,150.79,100.69,90.87,62.98,55.93,13.96,45.34,756.11,503.99,82.52,31.08,99.8,29.03,192.76,65.99,267.46,307.68,181.54,99.03,86.11,50.18,73.62,35.94,97.73,0,56,115.2,118.32,117.02,126.29,0.0,"Excellent design, works smoothly.",1
2142,19.5,437.59,7,1,14136,190.54,83.46,8.83,162.93,23.63,19.71,79.14,0.87,60.71,96.78,5.61,106.48,10.62,118.72,63.9,111.56,3.75,94.54,243.64,76.08,170.59,401.48,103.96,23.13,244.82,2.84,312.62,5.65,403.12,36.98,12.4,77.53,82.06,28.21,14.75,96.27,143.73,82.43,0.64,51.58,151.66,88.3,4.89,12.87,96.49,118.04,169.66,55.49,461.23,616.56,249.35,15.21,38.46,21.15,43.13,178.26,53.99,156.14,54.43,48.18,56.48,8.04,290.07,93.1,8.36,44.25,25.26,4.49,96.99,39.64,35.74,193.73,12.69,5.88,95.69,138.01,260.52,124.14,43.67,80.69,64.86,243.66,35.5,68.22,56.9,52.45,179.63,123.7,241.78,57.01,0,42,103.01,110.09,108.89,92.71,16.18,"Not satisfied with performance, too many bugs.",1
2143,40.06,386.6,2,8,4395,21.36,14.88,167.69,148.17,5.4,329.08,38.96,38.97,6.02,56.43,18.29,22.95,0.58,0.35,66.84,33.35,11.57,78.31,209.72,35.67,168.41,114.81,109.31,17.57,124.83,194.6,222.42,9.8,309.68,82.6,117.9,2.78,104.93,256.5,77.89,115.78,197.82,25.12,88.35,69.16,128.55,36.65,161.94,503.15,61.0,9.01,142.63,11.65,141.95,35.34,76.16,79.55,150.06,118.42,34.96,18.26,2.97,104.92,173.94,151.11,199.73,10.86,18.66,35.96,78.1,86.66,76.33,31.97,56.69,242.16,87.26,479.05,178.38,85.26,34.22,72.19,14.84,173.56,72.34,51.25,16.99,2.97,286.01,47.77,74.39,33.45,519.23,40.57,127.71,22.17,0,22,101.26,105.6,88.62,108.56,0.0,"Excellent design, works smoothly.",1
2144,27.38,410.95,2,3,26606,219.77,149.02,519.32,61.64,67.69,68.28,48.25,17.75,110.26,65.58,12.85,228.06,12.99,417.12,62.99,162.72,29.92,103.01,12.02,1.89,21.1,260.68,71.8,6.25,18.98,23.72,51.46,243.27,202.32,21.6,36.4,37.06,21.02,430.38,27.02,7.04,31.55,648.76,96.99,37.63,30.12,43.04,486.27,10.88,87.41,87.98,46.91,146.63,216.64,74.18,62.68,144.92,31.85,10.81,133.45,38.19,1.48,19.23,41.78,12.59,3.93,57.31,16.78,86.12,232.91,426.03,280.97,23.11,60.77,389.97,95.66,13.85,6.54,16.1,142.98,396.74,377.48,254.92,52.11,146.76,63.63,204.89,58.93,127.31,0.56,107.41,85.08,1.96,18.54,392.49,1,23,117.06,138.47,109.74,138.06,0.0,"Good experience overall, but UI can improve.",1
2145,20.37,618.83,4,7,29931,64.4,306.44,58.91,9.02,20.5,88.09,272.1,15.1,208.18,109.58,0.28,51.91,66.79,274.77,3.31,117.04,8.94,14.31,378.03,77.24,225.86,4.77,20.08,574.55,40.43,417.22,267.66,118.43,238.76,145.06,321.51,208.69,49.03,92.92,70.9,336.01,166.82,83.03,34.61,26.09,193.98,5.03,139.09,237.41,5.06,38.52,48.3,17.64,29.7,7.46,31.05,0.7,114.26,77.03,290.99,35.05,50.45,93.42,49.59,343.49,20.32,133.53,76.08,36.99,9.39,21.79,4.31,403.81,63.19,132.63,84.22,84.36,65.08,183.06,472.6,22.91,467.98,192.15,18.97,12.73,38.52,533.71,153.25,20.1,71.62,4.48,31.58,184.48,25.32,23.5,0,71,122.09,134.47,139.93,119.76,20.17,Did not meet my expectations.,1
2146,46.82,294.06,6,8,17773,241.11,220.13,26.77,105.48,9.2,185.22,167.54,128.8,135.8,52.72,266.96,190.83,62.95,86.99,343.2,65.6,40.17,66.95,156.42,22.97,45.06,212.93,36.55,239.13,148.41,213.85,130.79,204.93,302.97,64.8,174.05,31.03,154.59,101.95,45.06,4.03,48.39,191.88,85.07,69.47,34.94,17.62,372.11,70.08,360.76,99.65,4.52,81.18,98.73,31.19,63.44,73.98,23.85,37.95,270.68,18.09,90.08,84.41,47.14,87.47,82.2,36.65,26.77,83.39,26.06,109.0,42.87,41.19,794.19,35.08,24.34,231.67,260.5,22.13,70.75,19.57,12.44,33.56,61.0,18.99,121.75,25.37,99.15,140.54,12.66,16.89,12.6,265.24,94.51,3.42,0,44,109.7,115.0,139.17,94.15,45.02,Did not meet my expectations.,1
2147,32.92,302.17,4,0,5815,96.41,1.78,52.29,6.13,265.04,64.26,61.16,149.71,5.19,5.4,267.0,85.93,40.66,353.2,25.54,44.34,160.64,73.86,20.66,185.63,1.52,201.79,60.15,163.59,100.25,58.04,190.25,29.88,20.63,176.51,138.59,3.82,16.27,41.56,0.27,167.96,111.38,49.99,195.56,57.27,93.56,42.98,51.27,292.09,6.34,47.92,88.28,21.9,45.79,4.13,59.0,57.97,141.85,35.09,8.37,34.7,41.25,61.22,39.44,16.94,38.25,26.43,75.25,74.67,19.61,43.71,54.73,149.31,138.82,327.43,40.5,4.14,29.27,21.11,0.06,123.52,106.21,37.59,243.98,30.83,60.81,16.54,19.88,76.75,116.88,22.98,30.81,295.97,92.78,8.46,0,11,80.75,80.78,98.91,77.58,21.34,"Too many crashes, needs urgent updates.",1
2148,22.95,227.11,6,7,24722,1.75,382.85,83.8,154.98,231.62,42.09,168.46,368.51,26.28,59.4,382.89,112.93,22.99,43.13,155.6,21.35,143.8,31.72,18.1,321.72,46.97,134.93,33.04,29.52,39.99,34.93,10.64,363.69,135.94,32.17,141.5,157.15,34.23,34.72,73.33,134.92,139.16,119.56,36.7,202.57,268.59,52.43,76.96,35.45,62.52,8.02,51.41,112.02,24.05,0.98,64.98,29.59,20.1,20.35,34.95,288.46,41.5,243.9,132.38,12.74,249.31,272.94,32.93,18.09,68.75,39.15,236.3,93.59,98.83,5.2,31.51,159.04,12.05,124.72,12.12,5.35,78.34,29.84,200.23,51.53,68.94,8.14,179.23,102.76,158.46,144.67,20.67,286.62,51.19,73.21,0,64,102.28,97.84,121.19,97.12,24.07,"Not satisfied with performance, too many bugs.",1
2149,21.34,269.47,3,3,11285,100.92,154.71,43.89,111.98,103.09,12.4,8.21,66.2,60.64,187.69,1.79,317.49,129.72,13.03,129.93,50.45,107.74,56.65,71.52,31.27,171.54,19.17,136.0,19.48,22.66,84.85,129.11,3.28,23.6,194.95,111.2,34.61,55.73,23.36,87.31,11.94,11.44,14.85,60.76,108.57,71.17,240.77,28.28,153.85,256.7,42.86,70.42,13.09,82.87,39.93,243.24,24.82,47.77,4.23,286.07,98.4,192.76,70.19,16.49,127.07,14.06,105.04,74.08,109.5,81.35,378.08,2.01,11.81,4.88,318.84,382.59,67.57,312.74,39.9,54.62,337.93,85.54,148.37,84.09,93.77,59.34,8.88,41.97,89.31,1.37,51.76,7.76,6.53,4.46,4.62,0,89,90.86,91.9,85.46,99.43,0.0,"Good experience overall, but UI can improve.",1
2150,16.84,287.68,2,2,18029,39.39,20.08,79.84,27.75,9.22,98.79,129.2,101.81,17.93,13.66,18.51,78.76,32.85,249.65,42.77,54.6,99.62,6.8,82.09,112.99,22.59,122.2,388.99,107.37,74.92,13.35,19.64,154.52,65.22,171.79,115.01,401.52,72.34,54.13,20.92,155.74,51.2,1.82,137.88,5.16,107.27,252.12,325.11,3.09,109.06,26.51,49.85,140.77,18.58,79.89,31.43,64.61,201.86,35.45,129.19,166.13,142.32,71.6,384.23,42.48,48.72,113.36,373.39,83.91,65.01,325.7,15.48,170.72,665.94,4.33,9.37,18.94,12.49,22.72,1.48,47.88,0.94,44.78,78.26,29.2,25.75,41.07,114.22,268.2,344.43,148.63,64.13,125.41,137.13,33.44,1,84,103.21,114.35,81.9,114.5,0.0,Did not meet my expectations.,1
2151,32.34,928.73,10,6,4315,102.86,282.2,147.11,135.57,6.07,52.2,428.09,141.16,92.56,53.79,75.63,511.28,110.51,38.19,50.57,125.32,41.33,148.62,193.17,158.02,186.67,47.94,48.44,197.9,44.95,153.17,132.88,118.75,54.57,54.99,181.93,9.9,6.9,82.74,14.74,253.82,42.8,29.52,129.67,2.64,81.13,363.09,5.25,143.54,803.11,126.94,91.26,68.65,74.59,11.0,373.4,52.31,8.06,98.45,185.99,145.65,241.7,3.17,138.56,184.93,5.27,11.35,112.82,55.19,76.59,52.92,123.79,53.02,31.11,103.12,64.66,9.88,197.45,254.26,106.02,19.51,128.16,28.25,18.35,10.62,224.44,84.57,10.75,69.92,23.41,7.68,40.27,274.29,53.43,131.4,0,10,114.14,121.86,131.15,79.42,51.73,Did not meet my expectations.,1
2152,38.49,542.69,10,2,8666,79.61,31.88,27.57,37.6,238.11,205.04,629.81,113.67,16.72,181.49,224.88,78.88,23.57,164.43,13.66,104.52,19.62,11.87,63.11,17.76,24.24,310.03,54.4,241.05,111.46,508.69,106.57,124.77,0.92,6.55,103.53,93.75,193.87,135.59,87.18,27.11,64.17,354.41,97.65,170.75,102.25,18.41,31.77,33.76,39.19,68.05,92.75,673.8,57.33,165.73,147.69,23.17,149.33,5.39,66.61,10.73,52.93,108.08,52.75,27.82,8.98,73.17,206.91,67.57,356.23,134.17,86.91,19.11,131.39,0.41,6.68,117.13,149.94,210.15,94.89,57.74,92.62,8.8,46.33,65.88,15.91,21.49,29.74,212.54,6.41,95.27,502.98,364.36,43.4,58.64,1,52,114.6,130.6,125.75,109.52,16.22,"Too many crashes, needs urgent updates.",1
2153,14.11,186.19,7,9,13911,76.03,0.68,30.04,105.6,35.34,466.89,19.33,136.84,58.14,149.11,191.56,204.98,14.29,17.97,43.47,226.01,76.2,69.21,117.11,28.65,38.53,127.0,51.57,85.81,98.76,111.71,246.75,89.06,271.08,60.21,47.33,391.24,8.29,131.63,58.72,37.95,12.87,485.98,169.43,90.72,16.61,42.36,57.71,28.82,2.59,84.47,9.86,172.93,134.83,21.26,46.7,66.78,10.36,84.57,11.82,107.86,78.36,19.01,76.14,111.06,64.21,55.03,95.3,188.85,12.56,92.94,44.06,13.64,20.21,17.52,79.11,5.06,55.46,5.06,31.32,318.99,31.01,111.25,14.09,1.32,133.12,13.62,119.24,33.51,232.95,27.62,115.21,24.19,81.58,131.32,0,27,89.28,94.04,108.26,72.31,35.95,"Good experience overall, but UI can improve.",1
2154,19.21,312.67,7,0,204,224.23,77.9,115.27,177.18,16.78,9.62,39.21,62.07,92.25,100.72,54.16,404.23,139.78,109.53,28.32,155.36,83.92,164.63,289.42,74.11,99.85,21.68,13.01,33.41,21.97,123.83,78.4,171.93,102.69,241.35,38.42,37.57,0.13,37.46,151.34,49.7,89.23,1.92,10.33,77.49,15.7,39.81,9.45,219.36,112.83,26.44,180.73,24.94,162.88,12.4,18.41,10.55,116.63,299.16,62.34,215.91,96.22,123.85,105.19,1.93,36.02,127.1,147.22,50.28,236.84,31.34,11.01,212.98,236.39,53.16,59.64,273.34,164.65,7.51,80.42,163.33,72.45,122.73,309.62,55.69,78.65,14.91,87.95,57.89,87.7,8.6,54.74,87.04,170.45,215.03,0,66,99.89,83.97,110.89,110.49,0.4,Great customer support and easy to use.,1
2155,37.59,946.37,7,1,21110,19.44,161.06,92.23,102.37,139.39,30.84,58.06,465.1,159.2,155.83,40.43,13.43,59.11,167.97,22.47,89.8,3.03,44.1,70.31,20.26,151.68,2.04,7.58,13.11,160.77,60.82,0.07,356.79,240.76,15.01,317.91,408.71,57.8,99.14,24.59,58.86,25.89,134.19,143.16,46.66,185.84,71.11,127.85,105.51,12.73,459.19,9.37,148.92,152.3,264.15,16.25,51.69,72.4,15.01,144.71,7.38,65.85,160.08,122.1,87.97,182.56,210.96,106.15,28.12,27.49,72.79,302.06,5.33,124.57,32.5,10.54,283.66,388.13,13.63,119.72,81.48,3.31,46.32,169.6,8.45,57.07,156.52,41.93,66.13,228.39,58.16,42.24,233.27,12.78,0.81,1,83,107.06,106.78,97.44,103.82,0.0,"Affordable and reliable, worth it.",1
2156,40.18,844.29,4,3,19498,146.92,38.71,19.54,21.68,262.13,62.2,43.72,126.76,150.46,115.42,15.67,47.77,76.83,13.38,8.53,103.32,57.13,361.67,79.42,29.96,312.88,43.34,63.87,3.38,54.12,133.48,214.78,221.36,153.3,282.06,63.52,62.39,7.73,206.52,282.5,40.9,139.07,57.85,107.42,40.09,22.15,19.01,132.29,204.89,71.14,125.67,0.27,80.22,33.26,77.21,21.5,91.09,291.21,20.07,186.92,24.08,34.56,62.96,68.35,29.22,38.47,84.99,44.91,10.9,12.55,257.61,4.88,38.6,35.42,30.23,568.48,12.78,58.27,21.88,12.18,223.43,210.11,312.53,261.38,228.03,126.48,74.46,49.98,105.39,239.44,25.69,50.52,3.42,19.25,12.33,1,45,100.47,102.46,108.79,105.82,2.97,"Good experience overall, but UI can improve.",1
2157,31.25,638.44,9,9,26203,125.12,12.75,716.8,258.65,140.35,40.74,529.42,168.59,76.39,6.51,254.32,127.95,137.42,0.04,111.37,211.24,44.61,6.42,11.9,45.46,186.26,125.96,38.36,235.25,51.65,155.68,126.79,182.95,41.22,10.93,54.8,9.15,185.45,310.4,170.79,32.83,10.78,25.65,5.35,65.29,15.55,114.06,274.66,100.52,89.08,103.83,114.36,8.51,11.27,36.78,8.77,127.12,46.32,16.86,78.07,14.85,21.26,40.74,130.41,82.67,38.28,473.46,6.0,11.29,98.72,135.49,5.26,406.1,98.18,21.61,67.74,198.64,38.71,89.26,348.94,216.79,180.9,124.61,34.73,385.62,74.45,231.88,505.44,31.59,144.61,118.39,66.38,218.37,251.69,9.22,0,45,123.55,132.22,139.37,154.41,0.0,"Too many crashes, needs urgent updates.",1
2158,51.17,166.92,10,0,13767,23.29,163.01,111.74,67.98,177.47,87.58,48.01,8.51,62.03,70.89,18.71,298.02,6.25,150.8,10.55,154.95,23.74,40.9,301.86,90.23,11.46,139.62,239.11,50.9,121.77,102.58,29.58,7.91,31.14,114.08,19.82,126.9,27.88,171.01,206.55,35.12,10.62,12.69,174.32,109.02,87.91,92.1,196.55,25.28,118.14,164.7,2.25,26.64,255.72,38.44,100.29,99.31,160.03,476.12,103.89,5.01,45.35,257.57,45.13,30.46,144.72,214.29,56.11,123.41,86.19,23.46,82.33,17.59,7.47,130.55,6.67,498.06,4.44,171.01,33.9,123.76,8.42,18.45,11.68,275.47,38.73,21.96,382.39,115.84,28.62,267.11,130.35,233.45,6.11,56.88,0,69,103.43,102.02,92.16,110.65,0.0,"Very useful app, helped me a lot.",1
2159,49.11,667.72,9,5,26750,301.64,181.55,48.94,46.38,75.66,47.78,28.99,91.63,269.95,27.46,243.92,55.27,221.25,211.62,20.65,17.59,4.41,43.16,215.96,55.12,4.28,145.25,124.04,10.61,41.48,264.32,4.5,62.22,184.03,40.14,74.28,22.72,10.91,3.64,309.09,104.09,60.29,62.69,577.43,67.83,123.42,80.69,64.68,217.91,8.67,70.74,179.13,59.68,36.06,79.27,35.65,64.78,132.85,0.7,11.06,73.67,56.33,14.6,69.28,95.86,132.96,84.84,60.99,26.69,13.37,62.07,36.21,93.84,11.93,88.55,89.32,51.27,38.74,84.81,90.73,121.37,3.97,1.63,48.43,211.9,77.48,4.04,99.36,150.91,33.47,18.35,3.79,16.9,57.14,328.31,0,83,88.9,93.25,102.99,71.45,31.55,"Average app, could use more features.",1
2160,42.32,982.31,9,4,6308,129.59,12.76,151.86,90.37,49.88,334.29,116.0,91.91,119.65,75.41,118.91,152.51,22.24,32.83,24.93,26.38,25.79,13.12,6.51,80.91,194.65,41.65,165.91,44.24,159.65,39.2,27.14,58.2,125.55,244.15,78.6,77.93,160.52,130.77,58.47,75.87,169.04,137.84,5.03,49.51,83.77,60.63,24.51,170.9,29.32,17.89,70.54,35.5,162.77,243.95,86.22,0.11,6.47,6.27,55.65,26.23,326.85,150.8,84.65,175.17,161.91,129.56,130.55,49.0,4.21,72.67,116.33,70.33,127.11,92.15,61.38,157.32,94.03,103.19,45.5,261.44,69.33,14.02,18.33,54.01,55.23,184.09,243.03,187.11,34.82,13.37,31.31,49.47,87.13,65.29,0,19,92.46,72.31,92.54,92.77,0.0,"Good experience overall, but UI can improve.",1
2161,41.46,543.84,4,7,18874,16.09,2.93,68.22,204.12,48.01,214.75,71.55,7.12,16.24,103.8,55.84,70.83,7.05,90.67,78.48,85.39,17.9,356.26,173.26,20.68,99.34,5.86,62.09,164.42,477.79,27.76,365.5,62.22,22.1,90.87,210.09,78.62,1.96,78.19,276.11,115.05,442.63,81.82,127.35,160.97,42.09,67.93,38.19,175.71,84.55,180.63,425.51,11.51,637.29,90.6,104.13,121.05,229.51,31.65,183.12,35.76,31.73,65.46,10.72,71.04,89.73,330.22,77.51,41.2,173.32,57.99,21.62,69.03,32.23,173.24,244.02,188.26,175.12,39.78,44.98,65.09,30.73,151.5,429.85,166.74,127.86,99.18,105.21,65.35,136.76,80.52,194.58,105.21,113.1,57.87,1,56,122.07,118.28,102.91,122.93,0.0,"Too many crashes, needs urgent updates.",1
2162,32.94,207.31,10,2,14520,48.83,77.98,143.27,14.16,51.82,217.26,19.24,81.99,29.26,415.08,18.1,126.52,196.32,71.75,8.73,6.02,244.2,45.82,109.06,44.13,47.63,5.75,68.36,34.22,198.18,30.55,74.73,138.01,42.14,528.09,92.06,76.09,157.67,160.21,120.63,78.21,33.97,285.87,129.09,74.85,14.75,86.14,43.69,60.2,93.79,490.65,138.64,12.87,51.18,480.37,19.34,230.08,60.41,74.45,249.67,94.28,213.03,14.37,14.16,7.69,129.31,141.23,2.7,4.18,50.82,28.29,19.07,33.31,43.38,10.0,70.76,170.18,128.85,192.43,115.76,11.32,102.95,23.81,26.23,128.77,53.19,91.75,27.72,108.18,155.87,40.06,0.22,198.44,100.3,69.8,0,16,100.83,105.22,104.57,75.96,28.61,"Very useful app, helped me a lot.",1
2163,15.1,0.0,10,1,22795,119.78,14.65,36.08,89.5,74.28,18.19,125.05,153.85,180.17,71.27,21.59,70.45,134.96,75.21,48.98,38.67,45.59,0.76,90.23,15.78,43.69,220.42,197.35,36.91,24.16,126.0,109.92,126.52,227.98,182.77,181.63,20.63,13.61,187.24,139.97,233.06,103.31,54.77,18.73,85.25,63.2,208.06,121.83,25.41,126.02,43.73,131.4,93.26,375.14,51.84,257.15,89.13,37.67,91.86,8.09,101.91,52.03,98.8,44.54,42.55,38.83,118.14,56.45,34.1,38.78,40.83,19.53,426.67,49.34,207.74,154.95,249.75,5.45,12.23,31.13,62.8,19.02,68.02,26.59,377.33,94.04,7.83,113.04,345.54,82.6,417.14,234.92,184.65,218.01,49.33,0,68,106.75,95.54,90.69,126.16,0.0,"Average app, could use more features.",1
2164,31.96,260.8,5,1,5232,56.45,105.02,100.35,86.13,3.88,83.64,129.47,20.19,40.98,133.65,90.35,67.78,102.03,132.31,97.24,96.15,5.85,195.17,10.3,2.66,15.33,51.23,14.78,24.01,120.85,200.99,12.47,87.71,9.39,59.18,22.69,162.87,533.09,55.73,31.24,131.45,96.5,29.56,20.02,74.66,272.21,69.08,34.33,139.3,124.87,31.71,277.5,65.54,56.3,26.92,20.82,36.97,5.6,34.91,365.49,312.81,1.93,470.83,87.03,15.48,222.05,50.14,189.2,38.87,157.82,50.14,9.23,15.11,44.42,136.74,121.18,18.72,174.87,110.29,153.1,126.2,71.99,21.05,34.48,28.09,75.43,14.22,300.63,122.54,132.05,123.24,205.99,40.07,45.54,56.73,0,33,96.15,97.79,71.85,96.34,0.0,"Fantastic app, highly recommend!",1
2165,46.91,629.49,9,7,2539,57.18,208.79,94.24,37.64,56.08,16.29,71.84,26.59,161.92,279.57,60.04,151.77,2.41,1.74,239.94,35.23,581.09,112.33,300.27,14.46,43.34,151.44,72.59,110.39,3.49,120.59,4.57,62.33,20.15,48.7,26.95,18.74,201.1,113.38,19.32,296.29,236.79,0.45,255.69,59.41,62.93,48.53,6.8,233.03,358.89,137.68,22.59,92.82,293.66,1.63,162.66,272.05,6.09,344.43,3.6,79.45,33.3,91.53,109.84,70.89,75.96,94.65,38.05,25.18,27.18,168.15,27.63,266.37,11.55,25.04,124.07,195.36,22.87,89.89,18.53,50.22,125.08,34.32,76.93,5.02,385.31,366.16,34.37,72.39,16.74,18.56,96.0,231.35,11.75,76.01,0,66,106.87,111.57,104.9,93.69,11.21,"Excellent design, works smoothly.",1
2166,53.81,0.0,5,2,16525,74.47,34.65,10.66,156.59,81.89,78.87,95.62,166.55,81.23,46.16,4.01,12.34,105.5,61.71,89.07,40.51,320.06,16.18,131.05,297.85,156.43,230.32,43.45,8.94,138.3,98.0,31.21,13.58,144.89,43.18,131.71,18.86,97.35,5.61,126.01,100.06,80.65,16.87,273.43,5.8,0.52,152.35,76.39,52.07,96.1,53.48,122.91,156.22,38.44,308.78,35.19,137.03,145.45,180.87,36.53,123.8,56.53,6.3,62.39,112.94,100.2,37.33,207.21,108.01,64.33,17.4,27.92,86.72,6.99,123.58,131.36,23.26,46.8,1.88,75.62,211.6,2.15,31.85,50.53,32.87,92.97,124.33,50.3,44.77,45.31,144.47,44.72,55.16,2.54,279.99,0,24,87.73,73.95,93.78,75.74,18.04,"Too many crashes, needs urgent updates.",1
2167,41.99,0.0,7,3,7317,5.04,101.31,70.73,23.15,227.62,61.55,72.69,258.16,140.95,144.82,93.09,7.63,34.25,176.85,43.58,89.91,300.0,168.85,35.21,121.96,53.48,87.15,133.31,0.49,44.76,13.03,34.87,76.81,61.49,29.02,2.43,5.78,119.62,9.12,73.74,144.89,283.48,64.26,18.82,60.63,3.49,57.31,234.92,121.22,47.7,183.1,21.24,85.51,8.71,49.69,32.02,104.45,74.96,195.89,246.65,289.02,98.92,131.02,218.92,52.72,140.56,21.36,14.85,121.8,11.6,58.22,26.01,68.32,43.17,24.66,119.03,39.55,7.11,7.29,291.73,21.13,240.18,3.42,0.46,90.11,194.76,162.62,9.65,73.96,27.13,239.18,44.3,208.99,17.63,324.18,1,22,93.39,84.76,90.39,88.43,1.96,"Excellent design, works smoothly.",1
2168,27.94,388.9,7,6,18266,44.6,16.46,90.05,34.03,172.12,3.92,50.11,254.06,49.41,19.83,54.18,160.77,160.36,65.68,41.86,17.44,9.25,14.3,24.87,212.07,197.92,61.24,116.15,38.11,261.09,7.38,61.26,109.92,149.65,42.46,70.1,62.81,104.66,116.18,68.69,160.22,120.41,345.46,140.05,126.03,50.46,132.26,154.07,50.16,54.92,276.13,336.02,149.13,37.39,122.7,169.82,7.83,87.38,52.07,135.51,26.2,91.31,214.74,1.37,9.39,153.44,131.77,81.47,34.68,170.97,195.01,310.96,9.24,3.51,105.79,12.26,23.31,21.68,90.67,177.04,168.37,128.78,157.82,352.43,5.95,35.1,413.17,61.76,22.21,125.07,149.06,53.87,46.26,73.65,153.11,0,32,105.36,89.11,84.69,115.61,0.0,"Not satisfied with performance, too many bugs.",1
2169,34.41,404.63,4,3,18054,42.3,85.08,4.8,94.44,85.48,77.49,108.99,74.5,35.34,117.39,390.36,21.04,43.53,29.72,65.01,61.86,20.24,108.18,110.17,118.65,201.5,47.66,42.87,67.3,102.72,206.12,69.2,184.16,55.42,591.24,21.76,40.82,185.92,370.95,51.25,130.94,4.55,20.86,52.17,324.18,51.94,161.79,73.9,1.14,194.19,3.74,122.04,122.79,141.96,481.52,65.65,15.05,131.92,146.7,6.45,52.55,88.82,28.44,68.25,129.05,89.07,56.34,84.32,15.39,89.19,248.38,61.16,13.19,132.79,200.18,296.27,55.63,122.26,245.04,17.12,123.85,52.59,56.25,77.86,92.85,126.32,113.43,39.57,21.48,80.25,86.78,115.87,100.64,111.0,32.37,0,62,105.68,101.13,108.76,98.58,10.18,"Not satisfied with performance, too many bugs.",1
2170,6.95,654.52,4,9,8641,173.49,83.54,23.56,13.23,67.06,140.08,60.97,197.89,15.11,8.56,174.27,333.06,146.77,25.16,14.46,87.29,123.81,277.41,13.81,107.22,25.86,21.99,7.72,35.26,15.04,413.37,71.66,22.19,141.08,170.46,62.71,228.25,5.14,24.91,224.75,13.1,15.63,10.65,130.43,15.57,26.36,49.91,94.79,42.38,82.59,118.81,13.96,37.93,99.9,4.84,17.48,387.92,82.92,104.51,87.05,147.49,16.81,566.04,38.5,67.45,32.25,102.01,115.85,122.63,106.71,1.83,77.77,154.12,265.28,87.54,45.03,203.67,134.92,6.39,77.57,44.44,0.36,148.6,100.16,118.85,175.03,337.4,43.32,76.04,228.02,160.27,29.56,10.52,48.67,162.29,0,89,100.53,101.64,100.38,107.24,0.0,"Affordable and reliable, worth it.",1
2171,57.04,573.39,5,4,28409,268.01,113.93,11.48,146.91,110.53,2.55,3.9,157.96,31.36,341.86,77.56,198.14,88.48,167.18,144.72,42.77,23.37,677.34,28.15,195.04,62.23,81.67,131.63,203.88,437.86,134.92,144.73,61.74,29.84,4.97,328.13,144.06,6.25,15.87,98.59,158.28,79.52,51.62,354.83,71.23,5.42,217.46,35.13,23.46,197.02,27.65,5.15,144.47,35.33,214.35,62.04,11.53,215.57,97.04,31.8,24.0,71.6,217.97,142.05,109.81,27.92,18.96,44.38,58.0,136.26,134.13,7.44,2.9,303.45,8.86,118.14,140.83,15.82,32.67,29.44,186.33,199.41,223.91,116.85,19.02,59.92,313.4,17.13,5.38,105.67,39.69,151.21,30.67,64.96,15.3,0,39,110.56,111.96,137.49,87.6,49.89,"Fantastic app, highly recommend!",1
2172,26.73,624.63,6,9,8421,75.52,24.65,31.38,25.5,25.61,17.63,267.08,497.72,19.99,6.62,46.49,58.45,62.2,49.97,229.0,13.48,10.96,1.58,26.46,31.12,41.05,165.52,122.14,159.41,67.0,194.84,376.03,14.35,76.76,102.71,22.09,394.93,116.44,11.04,167.49,8.39,37.13,36.81,125.8,108.77,92.46,66.63,128.88,40.98,168.74,118.64,137.62,143.37,53.17,87.28,56.94,64.27,25.37,233.81,100.41,110.71,205.36,260.81,141.81,127.75,14.99,12.92,159.11,381.81,3.37,40.88,23.46,75.86,5.12,107.34,152.86,87.47,86.76,1.06,140.55,46.61,66.53,76.26,48.27,2.24,131.93,32.58,14.4,9.2,232.18,69.22,85.6,59.57,15.19,91.31,1,78,94.55,94.58,94.71,75.82,18.89,"Not satisfied with performance, too many bugs.",1
